		LENGHT	DIAMETER	ROUGHNESS	FLOW	VELOCITY	UNITHEADLOSS	FRICTIONFACTOR
		m	mm		LPS	m/s	m/km	
P116	55:00:00	204.54	152.00	93.47	3.64	0.20	0.70	0.05
P117	55:00:00	104.00	102.00	67.96	3.76	0.46	9.38	0.09
P118	55:00:00	115.91	102.00	84.67	2.29	0.28	2.50	0.06
P119	55:00:00	64.88	305.00	78.14	0.15	2.07e-03	9.11e-05	0.13
P12	55:00:00	85.24	406.00	89.66	20.04	0.15	0.15	0.05
P120	55:00:00	91.40	102.00	88.39	1.95	0.24	1.72	0.06
P121	55:00:00	42.23	152.00	100.37	0.27	0.01	4.99e-03	0.07
P122	55:00:00	45.06	305.00	78.98	13.16	0.18	0.35	0.06
P123	55:00:00	51.21	152.00	61.06	1.25	0.07	0.21	0.13
P124	55:00:00	99.09	102.00	78.83	0.47	0.06	0.15	0.09
P125	55:00:00	193.35	508.00	84.74	2.89	0.01	1.54e-03	0.08
P126	55:00:00	109.60	76.00	89.74	0.50	0.11	0.56	0.07
P127	55:00:00	87.22	102.00	73.68	0.75	0.09	0.41	0.10
P128	55:00:00	165.63	102.00	90.95	0.49	0.06	0.13	0.07
P129	55:00:00	79.59	102.00	78.07	0.36	0.04	0.10	0.10
P13	55:00:00	62.56	406.00	83.04	17.32	0.13	0.13	0.06
P130	55:00:00	56.79	76.00	70.71	0.77	0.17	1.96	0.10
P131	55:00:00	86.50	76.00	74.73	0.19	0.04	0.13	0.11
P132	55:00:00	67.35	76.00	88.54	0.57	0.13	0.74	0.07
P134	55:00:00	68.79	76.00	78.57	0.98	0.22	2.52	0.08
P136	55:00:00	241.77	102.00	75.73	1.04	0.13	0.71	0.09
P138	55:00:00	19.28	254.00	72.49	21.17	0.42	2.40	0.07
P139	55:00:00	73.66	406.00	68.72	20.28	0.16	0.25	0.08
P14	55:00:00	151.39	406.00	72.01	16.78	0.13	0.16	0.08
P140	55:00:00	222.30	102.00	107.83	0.60	0.07	0.13	0.05
P141	55:00:00	169.94	102.00	103.79	0.34	0.04	0.05	0.06
P142	55:00:00	16.61	152.40	85.39	1.94	0.11	0.26	0.07
P144	55:00:00	130.79	76.00	99.92	5.54	1.22	39.50	0.04
P147	55:00:00	60.08	203.00	92.84	0.51	0.02	4.51e-03	0.07
P148	55:00:00	561.69	305.00	96.44	40.14	0.55	1.90	0.04
P15	55:00:00	395.29	406.00	90.48	16.32	0.13	0.10	0.05
P150	55:00:00	93.19	152.00	103.15	1.83	0.10	0.16	0.05
P154	55:00:00	170.64	152.00	108.83	5.98	0.33	1.33	0.04
P155	55:00:00	59.38	101.60	105.71	1.16	0.14	0.48	0.05
P156	55:00:00	80.34	102.00	110.87	0.48	0.06	0.08	0.05
P157	55:00:00	232.93	102.00	102.90	1.76	0.22	1.07	0.05
P158	55:00:00	69.88	76.00	105.07	0.49	0.11	0.41	0.05
P159	55:00:00	118.78	203.00	80.15	1.13	0.03	0.03	0.09
P16	55:00:00	252.34	102.00	97.25	4.33	0.53	6.30	0.04
P160	55:00:00	68.68	76.00	104.63	1.06	0.23	1.69	0.05
P161	55:00:00	40.31	76.00	90.01	2.07	0.46	7.75	0.06
P162	55:00:00	190.67	152.00	98.76	1.10	0.06	0.07	0.06
P163	55:00:00	67.74	203.00	94.23	0.88	0.03	0.01	0.07
P165	55:00:00	143.81	305.00	92.93	40.12	0.55	2.03	0.04
P166	55:00:00	235.00	101.60	93.60	4.84	0.60	8.45	0.05
P17	55:00:00	32.42	508.00	77.28	166.29	0.82	3.32	0.05
P174	55:00:00	278.59	102.00	89.32	0.68	0.08	0.24	0.07
P177	55:00:00	56.80	102.00	100.61	0.66	0.08	0.18	0.06
P18	55:00:00	283.30	508.00	100.30	164.41	0.81	2.01	0.03
P184	55:00:00	59.38	101.60	95.91	8.53	1.05	23.07	0.04
P19	55:00:00	750.87	508.00	97.70	66.65	0.33	0.40	0.04
P195	55:00:00	144.33	76.00	80.63	0.86	0.19	1.86	0.08
P2	55:00:00	295.25	203.00	62.05	6.54	0.20	1.08	0.11
P20	55:00:00	579.67	508.00	89.67	57.71	0.28	0.36	0.04
P201	55:00:00	102.19	76.00	96.63	0.47	0.10	0.44	0.06
P21	55:00:00	176.48	406.00	86.69	46.60	0.36	0.76	0.05
P211	55:00:00	202.33	76.00	84.05	0.52	0.11	0.69	0.08
P215	55:00:00	140.76	254.00	81.42	45.16	0.89	7.89	0.05
P218	55:00:00	54.55	102.00	81.77	0.59	0.07	0.22	0.08
P219	55:00:00	67.98	102.00	86.84	0.30	0.04	0.06	0.08
P22	55:00:00	567.30	406.00	81.11	186.16	1.44	11.14	0.04
P220	55:00:00	68.33	76.00	93.74	0.54	0.12	0.59	0.06
P223	55:00:00	108.98	203.00	93.22	0.64	0.02	6.82e-03	0.07
P225	55:00:00	120.77	102.00	92.69	0.08	9.50e-03	4.00e-03	0.09
P228	55:00:00	42.72	76.00	99.29	2.04	0.45	6.31	0.05
P23	55:00:00	316.91	508.00	77.16	185.38	0.91	4.07	0.05
P230	55:00:00	114.61	76.00	77.40	2.03	0.45	9.91	0.07
P231	55:00:00	12.21	76.00	98.42	1.76	0.39	4.84	0.05
P233	55:00:00	58.66	76.00	97.30	0.43	0.09	0.36	0.06
P234	55:00:00	41.63	76.00	87.21	0.85	0.19	1.59	0.07
P235	55:00:00	92.74	76.00	84.32	2.34	0.52	10.95	0.06
P237	55:00:00	12.01	305.00	5.06	49.30	0.67	653.52	8.59
P238	55:00:00	12.59	304.80	104.74	49.30	0.68	2.39	0.03
P24	55:00:00	71.05	508.00	88.62	168.39	0.83	2.64	0.04
P241	55:00:00	49.46	102.00	114.84	0.39	0.05	0.05	0.05
P242	55:00:00	25.06	152.40	99.01	1.44	0.08	0.11	0.05
P243	55:00:00	57.08	203.20	82.80	3.17	0.10	0.17	0.07
P245	55:00:00	18.65	152.40	120.40	0.56	0.03	0.01	0.04
P246	55:00:00	56.94	152.40	121.60	2.66	0.15	0.24	0.03
P248	55:00:00	6.96	152.40	110.07	3.87	0.21	0.57	0.04
P249	55:00:00	28.43	51.00	85.38	0.49	0.24	4.16	0.07
P25	55:00:00	4.30	508.00	74.38	182.06	0.90	4.21	0.05
P251	55:00:00	11.49	152.00	103.73	19.24	1.06	12.65	0.03
P252	55:00:00	135.44	305.00	82.30	49.30	0.67	3.73	0.05
P255	55:00:00	76.14	51.00	71.47	0.11	0.05	0.37	0.12
P256	55:00:00	55.17	305.00	94.86	49.30	0.67	2.87	0.04
P258	55:00:00	79.53	102.00	75.51	0.02	2.40e-03	4.57e-04	0.16
P259	55:00:00	136.09	102.00	83.09	0.11	0.01	9.22e-03	0.10
P26	55:00:00	22.94	508.00	88.01	2.75	0.01	1.31e-03	0.07
P264	55:00:00	11.73	101.60	112.51	0.38	0.05	0.05	0.05
P266	55:00:00	55.29	101.60	107.06	1.15	0.14	0.46	0.05
P267	55:00:00	344.62	152.40	95.59	0.21	0.01	3.50e-03	0.08
P268	55:00:00	146.46	152.40	86.84	1.48	0.08	0.15	0.07
P27	55:00:00	163.63	254.00	69.11	1.21	0.02	0.01	0.11
P270	55:00:00	88.36	101.60	92.77	0.62	0.08	0.19	0.07
P272	55:00:00	143.88	102.00	73.95	0.84	0.10	0.50	0.09
P275	55:00:00	172.96	152.40	98.16	0.54	0.03	0.02	0.06
P28	55:00:00	117.42	152.00	88.27	0.59	0.03	0.03	0.08
P280	55:00:00	333.40	203.00	88.34	8.54e-07	2.64e-08	6.27e-11	0.00
P282	55:00:00	131.93	102.00	86.72	1.98	0.24	1.82	0.06
P284	55:00:00	198.97	76.20	89.13	0.63	0.14	0.86	0.07
P285	55:00:00	130.71	76.20	90.18	0.06	0.01	0.01	0.09
P286	55:00:00	155.58	101.60	90.01	0.26	0.03	0.04	0.08
P287	55:00:00	45.12	254.00	78.35	45.16	0.89	8.47	0.05
P288	55:00:00	226.74	76.20	85.05	1.12	0.25	2.74	0.07
P29	55:00:00	20.51	152.00	89.48	0.51	0.03	0.02	0.08
P290	55:00:00	46.28	76.20	89.44	0.24	0.05	0.14	0.08
P291	55:00:00	132.94	305.00	107.08	49.30	0.67	2.29	0.03
P292	55:00:00	13.54	305.00	97.27	49.30	0.67	2.74	0.04
P293	55:00:00	125.20	305.00	92.16	49.30	0.67	3.03	0.04
P294	55:00:00	101.20	102.00	79.97	1.00	0.12	0.60	0.08
P295	55:00:00	133.23	76.00	72.41	2.64	0.58	18.17	0.08
P296	55:00:00	231.87	76.00	82.96	0.20	0.04	0.11	0.09
P297	55:00:00	42.53	406.00	73.00	97.41	0.75	4.08	0.06
P298	55:00:00	40.11	305.00	84.55	70.67	0.97	6.92	0.04
P299	55:00:00	61.51	102.00	87.71	1.67	0.20	1.30	0.06
P3	55:00:00	136.52	300.00	73.65	12.67	0.18	0.40	0.07
P30	55:00:00	40.89	254.00	86.71	1.18	0.02	8.23e-03	0.08
P301	55:00:00	45.31	305.00	85.19	70.28	0.96	6.75	0.04
P302	55:00:00	178.28	305.00	80.34	70.13	0.96	7.49	0.05
P303	55:00:00	131.94	76.00	88.33	0.53	0.12	0.65	0.07
P304	55:00:00	268.74	101.60	89.39	0.34	0.04	0.07	0.08
P305	55:00:00	43.41	203.00	90.80	6.93e-07	2.14e-08	5.91e-11	0.00
P307	55:00:00	47.30	305.00	60.51	70.20	0.96	12.69	0.08
P308	55:00:00	334.57	305.00	88.08	49.30	0.67	3.29	0.04
P309	55:00:00	128.80	101.60	94.96	0.58	0.07	0.16	0.06
P31	55:00:00	144.67	152.00	108.77	5.38	0.30	1.09	0.04
P310	55:00:00	9.00	610.00	87.27	186.98	0.64	1.35	0.04
P316	55:00:00	11.62	610.00	70.45	186.98	0.64	2.01	0.06
P319	55:00:00	10.54	610.00	76.59	2.98e-05	1.02e-07	1.64e-12	1.89
P32	55:00:00	84.44	152.00	103.56	8.81	0.49	2.99	0.04
P320	55:00:00	11.47	610.00	76.52	93.48	0.32	0.48	0.06
P322	55:00:00	11.50	610.00	89.43	93.48	0.32	0.36	0.04
P323	55:00:00	11.47	610.00	84.69	3.02e-05	1.03e-07	1.51e-12	1.70
P329	55:00:00	134.52	152.00	100.18	1.68	0.09	0.15	0.05
P33	55:00:00	22.81	254.00	73.04	7.42	0.15	0.34	0.08
P330	55:00:00	66.79	76.00	96.42	0.79	0.17	1.15	0.06
P331	55:00:00	93.46	51.00	93.19	0.33	0.16	1.65	0.07
P336	55:00:00	182.99	152.00	92.17	4.53	0.25	1.08	0.05
P337	55:00:00	20.49	305.00	5.62	24.66	0.34	148.82	7.82
P338	55:00:00	74.38	76.00	100.36	0.12	0.03	0.03	0.07
P339	55:00:00	307.49	102.00	88.65	0.74	0.09	0.28	0.07
P34	55:00:00	98.00	508.00	78.51	175.19	0.86	3.55	0.05
P340	55:00:00	96.21	305.00	101.08	32.67	0.45	1.19	0.04
P341	55:00:00	189.74	305.00	94.64	28.71	0.39	1.06	0.04
P343	55:00:00	111.65	152.00	100.29	5.06	0.28	1.13	0.04
P344	55:00:00	45.26	152.00	85.91	4.81	0.26	1.37	0.06
P346	55:00:00	54.91	51.00	93.91	0.05	0.02	0.05	0.09
P347	55:00:00	385.56	305.00	96.24	18.40	0.25	0.45	0.04
P348	55:00:00	42.47	305.00	88.73	19.15	0.26	0.56	0.05
P349	55:00:00	39.12	305.00	97.01	20.88	0.29	0.56	0.04
P35	55:00:00	64.56	152.00	84.38	1.55	0.09	0.17	0.07
P350	55:00:00	400.16	203.00	99.86	0.46	0.01	3.24e-03	0.07
P37	55:00:00	180.61	203.00	97.80	0.13	4.03e-03	3.32e-04	0.08
P372	55:00:00	6.42	101.60	113.11	0.12	0.01	6.41e-03	0.06
P374	55:00:00	15.83	254.00	91.92	8.47e-05	1.67e-06	1.55e-10	0.28
P375	55:00:00	7.79	254.00	75.49	8.43e-05	1.66e-06	2.21e-10	0.40
P376	55:00:00	6.64	254.00	102.69	4.94e-05	9.76e-07	5.22e-12	0.03
P378	55:00:00	6.47	254.00	112.45	2.23e-05	4.40e-07	0.00	0.00
P379	55:00:00	6.43	254.00	101.78	49.30	0.97	6.14	0.03
P38	55:00:00	169.49	76.00	106.47	0.67	0.15	0.70	0.05
P380	55:00:00	4.79	254.00	87.81	49.30	0.97	8.07	0.04
P381	55:00:00	5.53	304.80	119.21	49.30	0.68	1.88	0.02
P383	55:00:00	19.56	152.00	80.15	3.79	0.21	1.01	0.07
P384	55:00:00	26.14	76.00	101.91	2.70	0.60	10.06	0.04
P385	55:00:00	106.53	305.00	76.02	29.31	0.40	1.65	0.06
P386	55:00:00	8.12	152.00	79.90	10.23	0.56	6.37	0.06
P39	55:00:00	190.12	102.00	95.44	2.69e-03	3.30e-04	4.54e-04	8.36
P397	55:00:00	13.16	203.20	87.43	32.34	1.00	11.05	0.04
P398	55:00:00	6.75	203.20	91.05	32.34	1.00	10.25	0.04
P399	55:00:00	9.71	203.20	81.41	32.34	1.00	12.60	0.05
P40	55:00:00	143.64	102.00	107.91	1.51	0.18	0.73	0.04
P402	55:00:00	6.12	203.20	89.15	3.89e-05	1.20e-06	1.16e-10	0.32
P403	55:00:00	6.86	152.40	111.47	3.16e-05	1.73e-06	2.12e-10	0.21
P409	55:00:00	26.38	152.40	89.90	6.35e-05	3.48e-06	1.15e-09	0.28
P410	55:00:00	7.70	203.20	85.67	3.91e-05	1.21e-06	1.26e-10	0.35
P42	55:00:00	32.93	152.00	114.92	3.39	0.19	0.42	0.04
P424	55:00:00	27.80	203.20	124.99	32.34	1.00	5.70	0.02
P43	55:00:00	36.18	203.00	88.54	0.18	5.63e-03	7.41e-04	0.09
P44	55:00:00	247.65	152.00	115.17	6.71	0.37	1.48	0.03
P443	55:00:00	67.31	305.00	85.58	69.94	0.96	6.63	0.04
P445	55:00:00	7.80	254.00	86.21	94.88	1.87	28.06	0.04
P446	55:00:00	31.15	254.00	102.20	0.00	0.00	0.00	0.00
P450	55:00:00	19.47	254.00	96.97	1.98e-06	3.92e-08	0.00	0.00
P46	55:00:00	70.86	102.00	112.66	0.08	9.64e-03	2.87e-03	0.06
P465	55:00:00	18.20	254.00	86.57	94.45	1.86	27.62	0.04
P467	55:00:00	15.17	254.00	96.15	94.45	1.86	22.74	0.03
P468	55:00:00	31.29	254.00	105.27	49.30	0.97	5.77	0.03
P48	55:00:00	28.98	152.00	113.52	2.99	0.16	0.34	0.04
P482	55:00:00	321.89	152.00	78.90	1.18	0.06	0.12	0.08
P484	55:00:00	336.57	203.00	79.98	26.12	0.81	8.81	0.05
P49	55:00:00	134.92	152.00	121.71	0.49	0.03	0.01	0.04
P492	55:00:00	157.32	101.60	114.11	0.40	0.05	0.06	0.05
P5	55:00:00	588.97	406.00	83.56	3.70	0.03	7.46e-03	0.07
P500	55:00:00	24.23	203.00	112.62	0.31	9.54e-03	1.26e-03	0.06
P501	55:00:00	11.32	152.40	111.45	0.92	0.05	0.04	0.05
P502	55:00:00	9.19	76.20	99.59	0.90	0.20	1.35	0.05
P51	55:00:00	57.47	102.00	92.24	1.79	0.22	1.34	0.06
P510	55:00:00	193.37	102.00	104.95	7.35e-07	9.00e-08	6.27e-13	0.00
P52	55:00:00	83.26	102.00	89.65	0.99	0.12	0.48	0.06
P524	55:00:00	170.54	305.00	96.23	21.43	0.29	0.59	0.04
P527	55:00:00	149.04	305.00	73.12	24.19	0.33	1.24	0.07
P529	55:00:00	212.31	102.00	103.92	0.73	0.09	0.20	0.05
P53	55:00:00	10.32	203.00	87.56	32.34	1.00	11.07	0.04
P54	55:00:00	111.67	51.00	92.40	0.81	0.40	9.13	0.06
P55	55:00:00	99.86	76.00	87.65	2.26	0.50	9.58	0.06
P57	55:00:00	288.77	152.00	99.60	0.77	0.04	0.03	0.06
P58	55:00:00	503.91	102.00	100.85	0.13	0.02	9.06e-03	0.07
P596	55:00:00	76.39	76.00	112.81	1.16	0.26	1.75	0.04
P597	55:00:00	79.68	102.00	101.12	0.40	0.05	0.07	0.06
P6	55:00:00	199.39	152.00	94.65	0.76	0.04	0.04	0.06
P609	55:00:00	86.07	76.00	111.63	1.71	0.38	3.64	0.04
P610	55:00:00	206.58	76.00	95.80	8.19e-08	1.81e-08	5.03e-13	0.00
P63	55:00:00	165.95	254.00	88.73	3.42	0.07	0.06	0.06
P633	55:00:00	173.88	152.00	119.13	4.12	0.23	0.56	0.03
P64	55:00:00	126.63	203.00	80.25	2.99	0.09	0.16	0.07
P65	55:00:00	164.93	102.00	101.95	3.32	0.41	3.53	0.04
P67	55:00:00	330.24	203.00	74.11	2.71	0.08	0.15	0.09
P670	55:00:00	54.41	152.00	98.70	7.78e-07	4.29e-08	4.46e-12	0.00
P671	55:00:00	62.97	152.00	94.84	3.15e-07	1.73e-08	2.75e-13	0.00
P68	55:00:00	302.74	305.00	83.22	0.83	0.01	1.89e-03	0.09
P69	55:00:00	103.63	152.00	72.35	3.38	0.19	0.98	0.08
P697	55:00:00	88.89	102.00	97.76	7.57e-07	9.26e-08	1.95e-13	0.00
P7	55:00:00	60.22	508.00	78.45	20.92	0.10	0.07	0.06
P70	55:00:00	88.36	152.00	72.84	1.52	0.08	0.22	0.09
P71	55:00:00	419.40	254.00	84.73	0.32	6.26e-03	7.53e-04	0.10
P72	55:00:00	247.46	305.00	85.04	3.47	0.05	0.03	0.07
P724	55:00:00	92.72	152.00	96.71	0.28	0.02	5.87e-03	0.07
P725	55:00:00	117.32	152.00	105.29	0.65	0.04	0.02	0.05
P752	55:00:00	70.36	152.00	106.17	9.16	0.50	3.07	0.04
P753	55:00:00	71.91	152.00	89.52	8.02	0.44	3.29	0.05
P754	55:00:00	92.49	51.00	84.83	7.75e-07	3.79e-07	1.12e-12	0.00
P755	55:00:00	47.12	305.00	114.13	0.53	7.20e-03	4.53e-04	0.05
P756	55:00:00	41.66	305.00	107.92	0.59	8.08e-03	6.24e-04	0.06
P757	55:00:00	568.43	305.00	99.83	1.07	0.01	2.16e-03	0.06
P758	55:00:00	102.21	305.00	93.36	1.67	0.02	5.59e-03	0.06
P759	55:00:00	97.19	152.00	104.44	7.89	0.44	2.40	0.04
P760	55:00:00	88.54	152.00	101.85	8.05	0.44	2.61	0.04
P761	55:00:00	171.27	152.00	96.99	8.39	0.46	3.08	0.04
P763	55:00:00	387.59	305.00	112.21	1.20	0.02	2.17e-03	0.05
P766	55:00:00	37.85	152.00	95.04	1.20	0.07	0.09	0.06
P767	55:00:00	227.50	305.00	109.31	2.46	0.03	8.59e-03	0.05
P768	55:00:00	217.03	254.00	116.51	0.57	0.01	1.25e-03	0.05
P769	55:00:00	154.26	305.00	110.62	2.86	0.04	0.01	0.04
P771	55:00:00	69.36	203.00	99.63	0.29	8.93e-03	1.40e-03	0.07
P772	55:00:00	215.02	305.00	85.80	3.65	0.05	0.03	0.07
P775	55:00:00	129.42	203.00	108.38	0.24	7.38e-03	8.41e-04	0.06
P776	55:00:00	421.07	102.00	114.35	0.12	0.01	5.91e-03	0.06
P777	55:00:00	402.31	305.00	111.77	3.90	0.05	0.02	0.04
P779	55:00:00	524.49	203.00	87.91	4.26	0.13	0.26	0.06
P780	55:00:00	153.56	203.00	104.95	2.90e-07	8.95e-09	1.24e-12	0.00
P781	55:00:00	130.18	152.00	90.91	3.24	0.18	0.59	0.06
P783	55:00:00	674.96	203.00	115.08	5.22	0.16	0.23	0.03
P784	55:00:00	88.96	102.00	98.43	0.20	0.02	0.02	0.07
P785	55:00:00	184.71	102.00	89.65	0.46	0.06	0.12	0.07
P786	55:00:00	166.27	203.00	110.00	5.29	0.16	0.25	0.04
P787	55:00:00	127.08	102.00	130.12	10.15	1.24	17.74	0.02
P788	55:00:00	107.85	152.00	113.91	4.24	0.23	0.65	0.04
P789	55:00:00	285.95	203.00	74.97	8.48	0.26	1.24	0.07
P791	55:00:00	82.50	152.00	115.95	3.33	0.18	0.40	0.04
P794	55:00:00	39.04	203.00	123.95	3.20	0.10	0.08	0.03
P795	55:00:00	129.41	203.00	97.78	2.55	0.08	0.08	0.05
P796	55:00:00	22.42	203.00	89.88	6.13e-05	1.89e-06	2.53e-10	0.28
P797	55:00:00	21.64	102.00	117.05	0.55	0.07	0.10	0.04
P798	55:00:00	684.07	203.00	116.09	2.28	0.07	0.05	0.04
P8	55:00:00	11.35	406.00	76.08	24.66	0.19	0.30	0.07
P800	55:00:00	15.93	203.00	109.67	0.84	0.03	8.49e-03	0.05
P801	55:00:00	9.47	203.00	104.47	0.11	3.47e-03	2.23e-04	0.07
P804	55:00:00	68.27	102.00	103.01	1.50	0.18	0.79	0.05
P805	55:00:00	96.57	152.00	114.56	1.82	0.10	0.13	0.04
P806	55:00:00	32.51	152.00	103.90	1.99	0.11	0.19	0.05
P807	55:00:00	162.82	203.00	100.15	0.14	4.27e-03	3.53e-04	0.08
P808	55:00:00	253.47	203.00	92.06	14.56	0.45	2.30	0.05
P809	55:00:00	17.35	102.00	109.35	0.73	0.09	0.19	0.05
P810	55:00:00	64.30	203.00	88.94	6.00e-08	1.85e-09	1.94e-11	0.00
P811	55:00:00	50.17	102.00	89.57	1.20	0.15	0.68	0.06
P813	55:00:00	30.85	152.00	76.04	17.04	0.94	17.97	0.06
P815	55:00:00	50.52	102.00	84.34	19.16	2.34	128.58	0.05
P817	55:00:00	253.30	203.00	72.66	4.29	0.13	0.37	0.08
P819	55:00:00	8.02	203.00	105.07	4.33	0.13	0.19	0.04
P821	55:00:00	64.78	102.00	83.95	0.11	0.01	9.09e-03	0.10
P822	55:00:00	11.71	102.00	99.59	0.75	0.09	0.23	0.06
P823	55:00:00	18.84	76.00	113.36	0.09	0.02	0.01	0.06
P826	55:00:00	335.29	76.00	99.15	0.60	0.13	0.65	0.06
P827	55:00:00	119.07	76.00	103.74	0.58	0.13	0.57	0.05
P83	55:00:00	15.14	610.00	75.66	186.57	0.64	1.75	0.05
P830	55:00:00	89.30	76.00	99.04	0.14	0.03	0.04	0.07
P831	55:00:00	62.20	76.00	86.29	1.54	0.34	4.87	0.06
P84	55:00:00	148.63	203.00	97.41	0.25	7.76e-03	1.12e-03	0.07
P840	55:00:00	235.28	203.00	97.77	15.67	0.48	2.36	0.04
P841	55:00:00	347.83	76.00	93.68	1.54	0.34	4.18	0.05
P842	55:00:00	64.41	52.00	95.52	0.79	0.37	7.46	0.05
P844	55:00:00	12.49	102.00	113.81	1.00	0.12	0.31	0.04
P846	55:00:00	94.84	203.00	103.98	1.86	0.06	0.04	0.05
P847	55:00:00	68.63	152.00	91.07	1.67	0.09	0.17	0.06
P85	55:00:00	36.60	76.00	69.93	0.39	0.09	0.58	0.11
P850	55:00:00	241.13	101.60	112.53	0.82	0.10	0.22	0.04
P851	55:00:00	228.78	76.00	121.93	0.41	0.09	0.22	0.04
P852	55:00:00	40.39	203.00	105.38	3.33	0.10	0.12	0.04
P853	55:00:00	295.68	203.00	118.65	14.21	0.44	1.37	0.03
P855	55:00:00	37.88	102.00	114.85	0.41	0.05	0.06	0.05
P858	55:00:00	195.38	102.00	113.41	0.69	0.08	0.16	0.04
P859	55:00:00	90.81	152.00	95.29	2.89	0.16	0.44	0.05
P86	55:00:00	161.00	305.00	110.50	39.81	0.54	1.46	0.03
P861	55:00:00	110.79	152.00	87.94	0.49	0.03	0.02	0.08
P866	55:00:00	17.37	102.00	92.17	0.81	0.10	0.31	0.06
P87	55:00:00	80.03	203.00	76.40	3.99	0.12	0.30	0.08
P871	55:00:00	48.15	102.00	91.81	0.35	0.04	0.07	0.07
P880	55:00:00	112.84	76.00	86.03	0.22	0.05	0.13	0.08
P889	55:00:00	15.72	203.00	88.74	1.31	0.04	0.03	0.07
P89	55:00:00	104.30	152.00	78.43	1.04	0.06	0.10	0.09
P892	55:00:00	30.39	254.00	69.85	95.79	1.89	42.18	0.06
P9	55:00:00	49.95	254.00	66.75	21.69	0.43	2.93	0.08
P90	55:00:00	98.94	102.00	62.32	0.93	0.11	0.83	0.13
P91	55:00:00	572.34	102.00	94.34	0.22	0.03	0.03	0.07
P914	55:00:00	38.61	203.00	91.18	3.55e-07	1.10e-08	4.04e-12	0.00
P915	55:00:00	10.58	152.00	72.77	19.30	1.06	24.54	0.06
P92	55:00:00	63.12	203.00	83.11	1.09	0.03	0.02	0.08
P924	55:00:00	82.38	254.00	74.46	0.89	0.02	6.43e-03	0.10
P927	55:00:00	348.88	406.00	84.53	0.04	2.94e-04	1.52e-06	0.14
P929	55:00:00	83.31	203.00	90.08	9.71e-07	3.00e-08	6.03e-11	0.00
P930	55:00:00	78.95	203.00	88.20	2.14e-08	6.61e-10	7.13e-11	0.00
P931	55:00:00	248.40	203.00	87.08	1.97e-07	6.08e-09	3.56e-12	0.00
P932	55:00:00	381.56	203.00	84.96	4.21e-07	1.30e-08	1.59e-12	0.00
P933	55:00:00	130.54	305.00	87.95	49.30	0.67	3.30	0.04
P934	55:00:00	18.46	254.00	102.99	49.30	0.97	6.00	0.03
P935	55:00:00	152.13	305.00	100.05	40.14	0.55	1.78	0.04
P937	55:00:00	198.09	254.00	74.28	9.16	0.18	0.48	0.07
P938	55:00:00	168.95	254.00	74.48	7.70	0.15	0.35	0.08
P939	55:00:00	248.76	152.00	95.79	0.21	0.01	3.43e-03	0.08
P94	55:00:00	51.35	305.00	139.08	0.04	5.41e-04	2.61e-06	0.05
P940	55:00:00	187.99	152.00	99.28	0.16	8.88e-03	1.95e-03	0.07
P941	55:00:00	142.58	152.00	79.37	0.02	1.14e-03	6.58e-05	0.15
P942	55:00:00	85.08	152.00	83.59	0.40	0.02	0.01	0.09
P943	55:00:00	84.21	76.00	86.77	0.27	0.06	0.19	0.08
P944	55:00:00	59.58	254.00	82.35	1.19	0.02	9.19e-03	0.08
P946	55:00:00	143.03	102.00	98.06	0.15	0.02	0.01	0.07
P947	55:00:00	122.43	152.00	76.80	0.52	0.03	0.03	0.10
P948	55:00:00	74.71	152.00	104.85	1.32	0.07	0.09	0.05
P949	55:00:00	24.39	254.00	92.69	1.59	0.03	0.01	0.06
P95	55:00:00	50.70	305.00	118.43	0.23	3.09e-03	8.86e-05	0.06
P951	55:00:00	338.80	254.00	94.71	7.54	0.15	0.21	0.05
P953	55:00:00	495.66	254.00	85.41	5.35	0.11	0.14	0.06
P954	55:00:00	294.07	203.00	78.67	1.11	0.03	0.03	0.09
P955	55:00:00	131.74	102.00	85.18	0.21	0.03	0.03	0.09
P956	55:00:00	115.17	152.00	68.25	0.51	0.03	0.03	0.12
P957	55:00:00	51.05	152.00	98.15	0.04	2.14e-03	1.43e-04	0.09
P958	55:00:00	122.41	102.00	105.31	0.20	0.02	0.02	0.06
P959	55:00:00	123.42	102.00	98.22	0.13	0.02	9.25e-03	0.07
P96	55:00:00	53.72	254.00	87.90	95.40	1.88	27.35	0.04
P961	55:00:00	234.55	203.00	85.65	3.08	0.10	0.15	0.07
P962	55:00:00	49.83	152.00	90.75	0.39	0.02	0.01	0.08
P963	55:00:00	93.54	203.00	85.53	5.19	0.16	0.39	0.06
P964	55:00:00	129.91	152.00	96.26	1.30	0.07	0.10	0.06
P965	55:00:00	135.06	203.00	93.94	3.61	0.11	0.17	0.05
P966	55:00:00	31.32	203.00	82.51	2.05	0.06	0.07	0.07
P967	55:00:00	207.54	203.00	82.11	1.36	0.04	0.04	0.08
P968	55:00:00	68.17	102.00	78.40	0.01	1.30e-03	1.37e-04	0.16
P969	55:00:00	149.16	203.00	86.27	1.06	0.03	0.02	0.08
P97	55:00:00	24.41	610.00	88.90	186.64	0.64	1.30	0.04
P970	55:00:00	165.04	203.00	87.80	0.08	2.51e-03	1.69e-04	0.11
P971	55:00:00	136.94	152.00	77.83	1.24	0.07	0.13	0.09
P972	55:00:00	219.42	152.00	82.67	1.20	0.07	0.11	0.08
